,Text,Annotate
229,"MANILA, Philippines – President Ferdinand Marcos Jr said on Thursday, December 1, that the status quo remains in the health and defense departments – two portfolios that are headed by officers-in-charge.",
230,"House push to expand aid to private school students, teachers in basic ed revived",
231,"MANILA, Philippines – Lawyer Jessica Lucila “Gigi” Reyes, who has been released from detention on Thursday, January 19, after nine years in jail, is implicated in one of the most high-profile and biggest corruption cases the Philippines has seen.",
232,"LIVE UPDATES: Marcos visits New York, addresses United Nations",
233,"MANILA, Philippines – The  Catholic  Jesus’ final meal with his disciples on Maundy Thursday, April 6, by celebrating the Evening Mass of the Lord’s Supper.",
234,"MANILA, Philippines – During a bilateral meeting that touched on “much more than is usual,” President Ferdinand Marcos Jr. said Chinese President Xi Jinping promised to “find  on the “plight of [Filipino] fishermen.”",
235,"In landmark ruling, Supreme Court clarifies when rape is committed",
236,"MANILA, Philippines – In the latest reshuffle in the Philippine National Police (PNP), former PNP spokesperson Brigadier General Bernardo Banac has recently been named the new regional director of the Eastern Visayas police.",
237,"MANILA, Philippines – The Philippines has supported calls to finalize a landmark agreement on the management and preservation of marine biodiversity in areas beyond national jurisdiction or the high seas,  over 60% of the world’s oceans.",
238,COA warns Nayong Pilipino may run out of funds even before constructing a park,
239,Marcos eyes US green bonds ahead of Biden meeting,
240,Couples for Christ leaders support Leni Robredo for president,
241,"WATCH: In first public appearance in weeks, Duterte visits FVR wake, comments on ICC",
242,"MANILA, Philippines – Some areas suspended classes for Wednesday, October 12, as Tropical Depression Maymay headed for Central Luzon.",
243,"MANILA, Philippines – The world of diplomacy thrives on the power of symbols. And in charting global priorities, nothing can be more symbolic than a leader’s first state visit.",
244,Bill compensating Marawi siege victims hurdles Senate,
245,"Marcos off to Belgium for ASEAN-EU summits, bilateral talks",
246,"In parting message,  Duterte says stop criticizing Marcos, ‘unite’ behind him",
247,"MANILA, Philippines – Presidential aspirant Ferdinand “Bongbong” Marcos Jr attended four media fora this week during which he flip-flopped on transparency, revealed his liberal views on abortion, and raised questions about his economic plans.",
248,Lowering of bail amount for indigents can free 3 of 10 prisoners – expert,
249,"MANILA, Philippines – The House of Representatives approved on Monday, November 21, a bill that seeks to end to unfair labor practices against media workers in the Philippines.",
250,"MANILA, Philippines – Isko Moreno’s own running mate Willie Ong lent his voice to those disagreeing with the Manila mayor’s call for Vice President Leni Robredo to withdraw from the presidential race.",
251,"MANILA, Philippines – President Rodrigo Duterte has signed into law a measure that raises age of sexual consent to 16, which means that any adult who engages in sexual activity with a minor aged below 16 is automatically guilty of rape.",
252,Traffic to peak as travelers return from long Holy Week break,
253,"MANILA, Philippines – President Ferdinand Marcos Jr. has rejected the use of revolving funds for DepEd TV of the Department of Education in the 2023 national budget.",
254,Ateneo bags Asian debating tournament after winning world title,
255,"MANILA, Philippines – When he ran for president in 1992, many feared that retired Constabulary general Fidel Valdez Ramos would lead like a soldier: top-down, strong-arm, dictatorial. But his six-year term from 1992 to 1998 is best remembered as a period of peace, stability, and economic growth – because he took time building consensus and breaking bread with enemies of the state.",
256,"MANILA, Philippines – The Philippine National Police (PNP) said on Monday, October 10, that it was “ready” to provide security for journalists under threat following the killing of radio journalist Percival “Percy Lapid” Mabasa.",
257,Del Rosario: Filipino ‘Moses’ in the world’s danger zones,
258,"The Philippines remains at low risk for COVID-19, enough for the government to consider easing its face mask policy in outdoor settings.",
259,Tarlac congressman Charlie Cojuangco dies,
260,"MANILA, Philippines – Philippine Justice Secretary Jesus Crispin “Boying” Remulla said on Thursday, July 28, that the justice department plans to retain the Presidential Commission on Good Government (PCGG) and allow it to finish recovering the remaining unseized P125 billion stolen wealth of President Ferdinand “Bongbong” Marcos Jr.’s family and their cronies.",
261,"Percy Lapid case: 3 names for dead ‘middleman,’ another person of interest identified",
262,"In unprecedented move, Filipino journalist harassed online files complaint vs Meta",
263,"MANILA, Philippines – As presidents are expected to make clear their vision and priorities for the country in their first 100 days in office, the international trips they make during that period are an indication of the foreign policy they are shaping.",
264,‘Attack on press freedom’: Killing of broadcaster Percy Lapid ignites outcry,
265,Number of hungry Filipino families increased to 3 million in December 2022 – SWS,
266,"MANILA, Philippines – A Palace administrative aide died on Thursday, July 14, after an apparent fall from the 4th floor of Mabini Hall in the ",
267,"Napoles pork barrel scam trial: Court admits Benhur Luy, AMLC documents",
268,Top presidential bets except Marcos Jr. face tough first interview,
269,"Marcos appoints 2 justices in Court of Appeals, 1 for Court of Tax Appeals",
270,"Deped’s intel funds restored to save children’s future, says House leader",
271,"Reporter’s Review: Bonz Magsambol on health, education under Duterte",
272,The Commission on Audit (COA said the Procurement Service (PS) of the Department of Budget and Management (DBM) deprived the government of P3.268 billion in potential revenues when it failed to withhold final  taxes from foreign suppliers during the pandemic.,
273,LIVE: 2022 Ramon Magsaysay awardees,
274,[WATCH] Percy Lapid’s life behind the microphone,
275,Marcos leaves for 5-day official US visit,
276,"MANILA, Philippines – At least five personnel of the Philippine National Police were dismissed from service for their involvement in the abduction of an e-sabong executive, PNP spokesperson Police Colonel Jean Fajardo said on Tuesday, December 20.",
277,PNP serves warrant to ask for data of YouTuber encouraging child sex abuse,
278,"MANILA, Philippines – Human rights groups on Friday, January 27,  the “much awaited” decision of the International Criminal Court (ICC) to resume the investigation into the violent war on drugs under former president Rodrigo Duterte.",
279,Police generals covered up cop’s arrest in massive shabu bust – Abalos,
280,"After 5 months, Catapang gets official appointment as BuCor chief",
281,"MANILA, Philippines – The Bureau of Corrections (BuCor) filed plunder and  against its suspended chief Gerald Bantag at the Department of Justice on Monday, February 6, over the alleged rigged bidding for P1 billion worth of projects.",
282,"MANILA, Philippines – The Supreme Court has issued a temporary restraining order (TRO) barring the implementation of the No Contact Apprehension Policy (NCAP) in some cities in Metro Manila.",
283,"MANILA, Philippines – Some areas suspended classes for Monday, April 11, due to Tropical Storm Agaton (Megi).",
284,"MANILA, Philippines – The reported fatalities from Severe Tropical Storm Paeng (Nalgae), which battered numerous parts of the Philippines over the weekend, have climbed to 101, the country’s disaster agency reported on Monday, October 31.",
