,Text,Annotate
1265,MANILA – The Department of Social Welfare and Development (DSWD) on Wednesday announced that beneficiaries of Pantawid Pamilyang Pilipino Program (4Ps) in Mimaropa and Central Visayas were among the successful board passers of the 2023 Civil Engineers Licensure Examinations.,
1266,MANILA – Department of Social Welfare and Development (DSWD) Secretary Rex Gatchalian on Tuesday said the department is ready to provide cash-for-work assistance to residents affected by the oil spill caused by the sunken MT Princess Empress in the waters off Naujan town in Oriental Mindoro province on Feb. 28.,
1267,"MANILA – Speaker Ferdinand Martin G. Romualdez on Monday (US time) lauded the unrelenting effort of President Ferdinand R. Marcos Jr. to fulfill his promise of providing cheaper and reliable power to Filipinos following a meeting with a US-based top nuclear energy firm in Washington, D.C.",
1268,MANILA – President Ferdinand R. Marcos Jr. on Wednesday vowed to provide Filipino consumers continuous supply of quality and safe food items being sold at the Kadiwa ng Pangulo outlets to cushion the effects of inflation.,
1269,PBBM names new PCC commissioner,
1270,Senators seek delay in phaseout of traditional jeepneys,
1271,Morocco-PH ties mark 48; stronger economic relations eyed,
1272,Payment firm seeks more claims vs. ‘copyright violator’,
1273,"MANILA – A former ranking official of militant labor group, Kilusang Mayo Uno (KMU), on Monday claimed that the organization was responsible for the closure of at least 500 factories nationwide that resulted in the displacement of half a million workers over the past several years.",
1274,"Stakeholders, gov't officials to attend 3-day election summit",
1275,"Bato mulls legislative actions, reforms amid Degamo slay probe",
1276,Cordillera cops urged to trust PNP’s internal cleansing process,
1277,"MANILA – The suspect in the killing of Queen Leanne Daguinsin, a graduating student of De La Salle University-Dasmariñas in Cavite, was arrested on Saturday morning.",
1278,NTF-ELCAC slams NPA ‘pattern’ of victimizing students,
1279,"Rain showers seen in many parts of PH due to ‘amihan,’ shear line",
1280,MANILA – A total of  and local terrorist group members have been neutralized by the Armed Forces of the Philippines (AFP) during focused military operations conducted in various parts of the country from Jan. 1 to March 31 this year.,
1281,MANILA – President Ferdinand “Bongbong” Marcos Jr. on Wednesday pushed for more public-private partnerships (PPP) to improve healthcare delivery across the country.,
1282,MANILA – Senator Ronald “Bato” Dela Rosa on Thursday said at least five possible legislative measures and four policy reforms should be made based on the last three Senate inquiries into the killing of Negros Oriental Governor Roel Degamo.,
1283,MANILA – The Social Weather Stations (SWS) on Thursday released the results of its recent survey showing that 7 percent of adult Filipinos are currently looking for work abroad.,
1284,MANILA – A lawmaker on Tuesday called on the National  Commission (NTC) and public  entities (PTEs) to set up more registration booths or assistance desks in a last-ditch joint effort to make Filipinos register over 100 million SIM (subscriber identity module) cards before the April 26 deadline.,
1285,MANILA – The Philippine Red Cross (PRC) has deployed its emergency medical services (EMS) team to Davao de Oro after a 5.9 magnitude earthquake hit the province anew on March 7.,
1286,Phivolcs-PNRI collab to boost research capacity,
1287,Bank secrecy law amendment hurdles second reading,
1288,MANILA – The Diocese of Marbel in South Cotabato warned the faithful against activities officiated by one of priests who already left the Catholic Church for another religion.,
1289,PNP eyes higher police recruit intake to sustain anti-crime gains,
1290,LTO launches online renewal of motor vehicle registration,
1291,"SIM registration law safeguards right to privacy, says Poe",
1292,MANILA – State-run Philippine News Agency  and Israel’s Tazpit Press Service (TPS) on Wednesday inked a cooperation agreement that would increase the flow of news content between the Philippines and Israel.,
1293,Release of P495M for NLEX-SLEX connector right-of-way OK’d,
1294,"Start conserving water, be practical, Binay tells water consumers",
1295,MANILA – Department of Budget and Management (DBM) Secretary Amenah Pangandaman has urged government agencies to identify environment-related programs and projects in the national budget as part of ongoing efforts to address climate change.,
1296,DOH detects 711 new cases of Omicron subvariants,
1297,DBM vows smoother implementation of foreign-assisted programs,
1298,"MANILA – The administration of President Ferdinand R. Marcos Jr. is eyeing to implement reforms in the military and uniformed personnel (MUP) retirement and pension system to avoid a ""fiscal collapse"" caused by the Covid-19 pandemic.",
1299,MANILA – The government is seeking to seize a helicopter allegedly owned by fugitive Negros Oriental lawmaker Arnolfo Teves that was reportedly used to transport to Mindanao the attackers of slain governor Roel Degamo.,
1300,P1.9-M reward distributed to PNP informants,
1301,PH humanitarian contingent arrives in Türkiye,
1302,MANILA – Armed Forces of the Philippines (AFP) chief Gen. Andres Centino formally activated the military's Gender and Development Office (GADO) on Tuesday.,
1303,MANILA – The Philippine Fleet (PF) celebrated its 85th anniversary on April 18 with the acquisition of additional naval assets and development of new capabilities.,
1304,MANILA – A recent national survey of the Social Weather Stations (SWS) revealed that around 48 percent of adult Filipinos believe that the country's economy will improve over the next 12 months.,
1305,SC rules senior citizen discount extends to internment services,
1306,Solon hits 'same-sex union' inclusion in DepEd’s draft curriculum,
1307,MANILA – Senator Ronald Dela Rosa on  the newly appointed officials of the Marawi Compensation Board (MCB) for doing a great job so far in working to set up the newly established organization.,
1308,"MANILA – The Bureau of Fire Protection (BFP) declared a ""fire out"" on the burning ship off Punta Engaño, Lapu-Lapu City, Cebu early Saturday morning.",
1309,Año welcomes CPP confirmation of Tiamzon couple’s death,
1310,MANILA – President Ferdinand R. Marcos Jr. has named new appointees at the Department of Agriculture (DA) and the Armed Forces of the Philippines (AFP).,
1311,House OKs bill on PMMA cadet slots for congressional districts,
1312,MANILA – A party-list lawmaker on Thursday emphasized the need to pass a bill allowing and regulating the use of motorcycles-for-hire as public transport in light of the recent nationwide transport strike.,
1313,LTFRB: Only 10% of NCR routes affected by transport strike,
1314,MANILA – The country’s top cop on Monday said the recent attacks that targeted elective local government officials are isolated cases and do not reflect the peace and order situation in the Philippines as a whole.,
1315,EDCOM 2 eyes educational reforms over the next 3 years,
1316,CHR keeps Status 'A' accreditation with int'l body,
1317,"MANILA – The administration of President Ferdinand R. Marcos Jr. aims to provide electricity to more than a  for 2023 at a budget of PHP1.89 billion, according to the Department of Budget and Management (DBM).",
1318,Frasco: Baguio to lead PH towards post-pandemic tourism recovery,
1319,DFA: PH concerns over WPS beyond US-China rivalry,
1320,MANILA – President Ferdinand R. Marcos Jr. has called for the renewal of the Philippines’ participation in the United States Generalized System of Preferences (GSP) trade program.,
1321,"DOH, UP ink partnership strengthening health promotion, research",
1322,"MANILA – To further cushion the adverse impact of  prices, Senator Sherwin Gatchalian is proposing that the government provide an additional subsidy of PHP1 per kilowatt hour (kWh) for  consumers, or a total of PHP418 million, to be sourced from the general appropriations fund.",
1323,Galvez sees 4 'focus areas' for US-PH alliance modernization,
