,Text,Annotate
273,The Philippine Navy (PN) intercepted an oil tanker alleged to be carrying more than P50 million in smuggled fuel off Luzon.,
274,Passengers advised to coordinate with airlines ahead of May 17 airspace shutdown,
275,"Nearly 19% of all the SIM cards across the country have been registered with their respective public  entities (PTEs) as of Sunday, February 12, the Department of Information and Communications Technology (DICT) reported.",
276,"Hundreds of flights and tens of thousands of passengers are expected to be affected by the scheduled six-hour shutdown of the Philippine airspace on May 17, the Manila International Airport Authority (MIAA) said Wednesday.",
277,Abalos orders LGUs to prepare for possible El Niño effects,
278,"The Philippines recorded 184 new COVID-19 cases, while the active tally rose to 9,119, according to the Department of Health (DOH) on Friday.",
279,"Frasco: Puerto Galera remains unaffected by oil spill, continues to open for tourists worldwide",
280,"Marcos won’t cooperate with ICC over sovereignty, jurisdictional issues",
281,A former Bureau of Internal Revenue (BIR) official was arrested for allegedly extorting money  using his knowledge from his previous job.,
282,"Ninety-three percent of Filipino adults have personally experienced the effects of climate change in the past three years, a Social Weather Stations survey has shown.",
283,Over 700 additional provincial buses applied for special permit for Holy Week so far —LTFRB,
284,Philippines to look into UN body's recommendations on 'comfort women',
285,Two former DA Region 1 execs get jail time over fertilizer scam,
286,"In a landmark decision, the Supreme Court explained when the crime of rape through penetration is considered consummated.",
287,"PILAR, Bataan - The Philippine government is looking for ways to strengthen the pension system for war veterans, President Ferdinand ""Bongbong"" Marcos Jr. said Monday.",
288,VP Sara wants LGBTQ+ relationships protected under law,
289,"The Philippine Statistics Authority (PSA) on Friday said four out of 10 persons in the country were never married, citing its 2020 Census of Population and Housing (2020 CPH).",
290,"POLA, Oriental Mindoro — A crab covered in oil creeps across the sand as fishermen wearing white protective suits, rubber gloves, and respirator masks scrape toxic sludge from the rocks along the shore.",
291,Metro Manila sees shortage of bus drivers,
292,Senator JV Ejercito on Wednesday proposed for the government to subsidize half of the Philippine Health Insurance Corporation (PhilHealth) premium contributions of the overseas Filipino workers (OFWs) to help with their finances.,
293,Vice President and Education Secretary Sara Duterte on Monday called on parents and local government units (LGUs) to ensure that 100% of Filipino youth go to school.,
294,"The Civil Aviation Authority of the Philippines (CAAP) advised affected passengers on Thursday to coordinate with airlines ahead of the May 17 airspace shutdown.   The Philippine airspace will be closed for six hours on May 17 (12 midnight to 6 a.m.) to give way to maintenance activities on the country’s air traffic management system, the Manila International Airport Authority (MIAA) said on Tuesday.   Around 130 flights and 20,000 passengers are expected to be affected by the temporary closure.",
295,The House of Representatives on Tuesday vowed to pursue more evidence-based legislation after inking a memorandum of agreement (MOA) with Ateneo de Manila University’s Department of Economics and Center for Economic Research and Development.,
296,66 countries send help for Turkey quake victims — envoy,
297,"Speaker Martin Romualdez on Friday said he is open to discussions on amending the 1987 Constitution via constituent assembly (con-ass), a mode of charter change wherein members of Congress will be the ones authorized to amend the Charter.",
298,"Philippine Coast Guard personnel who allowed MT Princess Empress to sail without permit to operate should face charges for dereliction of duty, Senator Raffy Tulfo said Tuesday.",
299,UNICEF: PH confidence in childhood vaccines declines 25% during pandemic,
300,Poe seeks Senate probe into possible human smuggling at NAIA using private aircraft,
301,"The Department of Justice (DOJ) is planning to replace prosecutors in Negros Oriental to remove any perception of bias and doubt in the investigation into the killing of Governor Roel Degamo, DOJ Secretary Jesus Crispin “Boying” Remulla said on Monday.",
302,"Surigao del Norte Representative Robert Ace Barbers is set to  anew the reinstatement of the death penalty to address the use of illegal drugs in the country, following reports of “recycling” confiscated drugs.",
303,"The Department of Health (DOH) on Wednesday monitored an increase in COVID-19 cases with 133 new infections reported, while the active tally climbed to 8,943.",
304,Ex-prez Duterte: Executive Dep’t must issue ‘very strong’ statement vs. illegal drugs,
305,US backs Philippines in laser dispute with China,
306,"Foreign Affairs Secretary Enrique Manalo on Monday said he met with Fu Ying, Vice Chairman of Foreign Affairs Committee of China's National People's Congress, at the sidelines of a security conference in Munich where they discussed the recent Chinese coast guard's aggressive actions against a Philippine government crew off Ayungin Shoal.",
307,"The lack of school infrastructure and facilities remains to be the basic education’s primary problem up to this date, Vice President and Education Secretary Sara Duterte said Monday.",
308,"The Japanese embassy on Wednesday lauded the Philippine government's ""constructive"" response and cooperation on the deportation of its citizens involved in organized robberies across Japan.",
309,"Pimentel backs call to scrap mandatory ROTC bill after Salilig's death; Bato, Win defend measure",
310,"President Ferdinand “Bongbong” Marcos Jr. said on Saturday that laws on responsible mining must be enforced to protect the environment.   At a media briefing in Baguio City, Marcos was asked about his policy direction towards protecting the environment in the Cordillera Administrative Region.",
311,"Manhunt launched for Bantag, Zulueta —CIDG",
312,"Authorities identified a “fault current” as the cause of the power outage at the Ninoy Aquino International Airport Terminal 3 on Labor Day, but an investigation is still ongoing to determine the root of the issue which impacted some 9,000 passengers.",
313,The operations of Philippine National Railways (PNR) will be suspended from April 6 to 9 in observance of the Holy Week as well as for the repair of trains and tracks.,
314,"Philippines, US discuss WPS during courtesy call",
315,"Comelec to raise BEI honoraria to P8,000 to P10,000 in brgy, SK polls",
316,"Gatchalian: Time to bring back April, May summer vacation for students",
317,"The Department of Health said Saturday that the country logged nine new COVID-19 deaths, as the World Health Organization proclaims an end to the global health emergency caused by coronavirus.",
318,Marcos: Philippines should boost local medicine production,
319,"The Senate public order and dangerous  “unanimously” agreed not to allow suspended Negros Oriental Representative Arnolfo ""Arnie"" Teves Jr. to attend the panel’s investigation into the assassination of Negros Oriental Governor Roel Degamo, citing lack of jurisdiction and inter-parliamentary courtesy.",
320,The Senate on Wednesday honored the 82-man Philippine team who helped in the rescue and recovery operations conducted following the magnitude 7.8 earthquake in Turkey and Syria.,
321,"DOH logs 184 new COVID-19 cases; active tally rises to 8,626",
322,"President Ferdinand ""Bongbong"" Marcos Jr. has directed the revision of the implementing rules and regulations (IRR) of the scientific career system.",
